Winner,HeightDif,ReachDif,AgeDif,WinStreakDif,LossDif,SigStrDif,AvgTDDif,BlueAvgSigStrLanded,RedAvgSigStrLanded,BlueAvgSigStrPct,RedAvgSigStrPct,BlueAvgTDLanded,RedAvgTDLanded,BlueAvgTDPct,RedAvgTDPct,BlueAvgSubAtt,RedAvgSubAtt,TotalRoundDif,TotalTitleBoutDif,BlueWins,RedWins,BlueLosses,RedLosses,RedStance,BlueStance,RedOdds,BlueOdds,RedWeightLbs,BlueWeightLbs,RMatchWCRank,BMatchWCRank
Red,0.0,-12.7,2,-1,3,-1.57,-1.62,3.24,4.81,0.4,0.59,1.59,3.21,0.47,0.4,0.2,0.8,17,0,4,1,3,0,Orthodox,Orthodox,-625.0,455.0,205,205,,
Red,17.78,2.54,1,-5,2,-0.97,-0.52,2.84,3.81,0.43,0.54,1.18,1.7,0.26,0.51,0.7,0.0,-3,0,5,6,4,2,Southpaw,Orthodox,-950.0,625.0,155,155,,
Red,2.54,-7.62,1,-1,4,-0.61,0.09,3.98,4.59,0.36,0.48,0.36,0.27,0.3,0.33,0.0,0.3,3,0,3,5,6,2,Southpaw,Orthodox,-360.0,285.0,135,135,,
Red,10.16,5.08,-1,-2,-1,0.45,-4.56,3.29,2.84,0.38,0.58,0.8,5.36,1.0,0.51,0.0,0.3,-8,0,1,3,0,1,Switch,Orthodox,-245.0,200.0,135,135,15.0,
Red,5.08,10.16,-2,0,1,0.48,0.64,4.58,4.1,0.53,0.52,2.88,2.24,0.38,0.31,0.0,0.9,12,0,3,0,3,2,Orthodox,Switch,105.0,-125.0,125,125,,
Blue,2.54,7.62,-7,0,0,2.61,-0.39,6.02,3.41,0.49,0.53,0.0,0.39,0.0,0.11,0.0,0.0,1,0,2,2,0,0,Orthodox,Orthodox,170.0,-205.0,135,135,,
Blue,0.0,-5.08,3,-2,2,-0.93,1.42,4.7,5.63,0.46,0.45,3.53,2.11,0.37,0.75,0.3,0.0,6,0,3,2,2,0,Orthodox,Orthodox,-155.0,130.0,155,155,,
Blue,-12.7,-10.16,4,4,1,-2.35,5.8,4.35,6.7,0.42,0.61,6.09,0.29,0.36,0.42,0.3,0.3,8,-2,10,11,2,1,Switch,Orthodox,100.0,-120.0,135,135,0.0,1.0
Blue,0.0,0.0,5,-5,0,-1.03,2.3,3.16,4.19,0.52,0.41,2.74,0.44,0.64,0.4,0.3,0.7,23,9,12,8,3,3,Orthodox,Southpaw,-130.0,110.0,125,125,0.0,1.0
Blue,7.62,7.62,-4,3,-1,0.12,-0.57,4.2,4.08,0.53,0.37,0.5,1.07,0.4,0.26,2.8,1.1,-22,-2,4,8,2,3,Switch,Orthodox,170.0,-205.0,145,145,3.0,13.0
Blue,-7.62,-20.32,3,-1,0,1.27,0.46,7.53,6.26,0.48,0.4,0.64,0.18,0.66,0.25,0.3,0.2,-6,0,3,4,1,1,Switch,Orthodox,-198.0,164.0,155,155,,
Red,2.54,20.32,7,-1,4,1.13,0.08,3.26,2.13,0.4,0.44,1.21,1.13,0.28,0.5,0.6,1.1,10,0,5,1,5,1,Orthodox,Southpaw,-205.0,170.0,125,125,,
Blue,-5.08,-2.54,-3,3,-3,-1.33,1.57,3.86,5.19,0.5,0.39,1.72,0.15,0.56,0.5,0.0,0.2,-12,-1,7,8,2,5,Orthodox,Orthodox,110.0,-130.0,135,135,5.0,8.0
Blue,12.7,5.08,-2,-3,2,0.0,-2.26,7.17,7.17,0.47,0.55,0.0,2.26,0.0,0.66,0.3,1.1,14,0,5,4,2,0,Switch,Orthodox,-130.0,110.0,155,155,,
Blue,0.0,-2.54,5,0,0,-1.53,0.76,5.11,6.64,0.66,0.39,0.76,0.0,0.5,0.0,0.8,0.0,-5,0,1,3,1,1,Orthodox,Orthodox,-535.0,400.0,115,115,,
Blue,-5.08,-15.24,-6,-1,-1,4.94,1.62,8.39,3.45,0.53,0.45,1.62,0.0,0.63,0.0,0.0,1.5,3,0,3,1,1,2,Orthodox,Orthodox,225.0,-278.0,125,125,,
Red,-5.08,5.08,12,-1,2,3.1,-2.82,4.65,1.55,0.49,0.43,1.2,4.02,0.46,0.39,0.0,1.3,6,0,3,4,3,1,Switch,Orthodox,,,135,135,,
Blue,0.0,2.54,-7,1,-6,0.92,1.39,4.09,3.17,0.55,0.48,3.49,2.1,0.52,0.37,0.9,0.5,-38,-1,6,15,1,7,Orthodox,Orthodox,,,170,170,6.0,8.0
Blue,7.62,7.62,-5,3,-10,-1.25,-1.83,5.19,6.44,0.47,0.5,0.4,2.23,0.25,0.54,0.0,0.3,-44,-4,5,17,0,10,Orthodox,Southpaw,,,125,125,,8.0
Red,-2.54,-10.16,1,-1,2,-1.53,-0.11,3.51,5.04,0.45,0.56,1.06,1.17,0.2,0.4,0.6,0.6,9,0,4,6,4,2,Southpaw,Switch,,,145,145,,
Blue,-2.54,-7.62,-1,0,-2,-1.04,3.8,3.35,4.39,0.5,0.39,4.36,0.56,0.5,0.4,0.9,1.0,-2,0,5,6,4,6,Orthodox,Southpaw,225.0,-278.0,125,125,,
Blue,0.0,-2.54,0,0,-1,-1.45,3.35,2.94,4.39,0.5,0.53,4.8,1.45,0.5,0.5,0.0,0.0,-8,0,1,3,1,2,Switch,Orthodox,105.0,-125.0,155,155,,
Blue,0.0,5.08,4,-2,-2,0.35,1.41,5.8,5.45,0.61,0.51,3.26,1.85,0.75,0.62,1.1,0.2,-15,-1,1,4,0,2,Orthodox,Orthodox,-258.0,210.0,155,155,,
Red,5.08,-2.54,0,0,0,-2.96,-5.15,0.41,3.37,0.5,0.64,0.0,5.15,0.0,0.52,0.0,2.1,-3,0,0,1,1,1,Orthodox,Orthodox,-2100.0,1100.0,145,145,,
Blue,0.0,-7.62,2,2,-1,-0.84,1.13,3.03,3.87,0.55,0.37,1.13,0.0,0.66,0.0,1.1,0.3,2,0,3,1,0,1,Orthodox,Orthodox,140.0,-166.0,125,125,,
Blue,5.08,-2.54,0,-3,1,1.89,-0.1,4.69,2.8,0.59,0.44,3.44,3.54,0.52,0.3,0.8,1.1,-7,-2,0,5,2,1,Orthodox,Orthodox,220.0,-270.0,145,145,,
Red,-2.54,-22.86,6,0,2,0.82,-1.37,3.87,3.05,0.41,0.52,0.41,1.78,0.11,0.28,0.5,5.3,15,0,5,2,3,1,Orthodox,Orthodox,-258.0,210.0,115,115,,
Red,0.0,5.08,-9,-1,-1,-1.7,-1.89,1.07,2.77,0.43,0.5,2.02,3.91,0.38,0.56,0.4,1.7,-14,0,1,6,1,2,Switch,Switch,-298.0,240.0,185,185,,
Blue,-10.16,-2.54,-1,0,0,1.29,9.63,2.25,0.96,0.7,0.6,9.63,0.0,0.66,0.0,2.4,2.4,0,0,0,0,0,0,Orthodox,Orthodox,120.0,-142.0,145,145,,
Blue,5.08,-5.08,-9,8,-7,-0.88,1.14,3.61,4.49,0.6,0.5,1.56,0.42,0.6,0.46,0.5,0.0,-29,-1,8,10,0,7,Switch,Southpaw,260.0,-325.0,185,185,5.0,12.0
Blue,-5.08,-7.62,-10,-1,-11,-0.83,2.23,4.63,5.46,0.38,0.49,2.99,0.76,0.38,0.32,0.1,0.1,-54,0,5,12,2,13,Orthodox,Orthodox,160.0,-192.0,115,115,9.0,11.0
Blue,0.0,-2.54,4,0,0,6.01,2.2,6.16,0.15,0.8,0.5,2.2,0.0,0.33,0.0,2.2,4.4,0,0,0,0,0,0,Orthodox,Southpaw,-142.0,120.0,185,185,,
Blue,0.0,15.24,-7,0,0,2.92,0.0,4.77,1.85,0.46,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,Orthodox,Orthodox,200.0,-245.0,145,145,,
Blue,-7.62,-2.54,-12,4,-10,1.98,-0.99,5.42,3.44,0.48,0.46,1.16,2.15,0.41,0.4,0.0,0.2,-74,0,5,22,0,10,Orthodox,Orthodox,600.0,-900.0,170,170,12.0,
Blue,-5.08,5.08,10,0,5,-0.64,0.13,3.13,3.77,0.45,0.5,2.14,2.01,0.36,0.38,1.6,0.5,20,0,11,7,9,4,Orthodox,Southpaw,-325.0,260.0,185,185,,
Blue,0.0,5.08,-1,-1,-1,-0.52,2.05,3.69,4.21,0.34,0.43,2.68,0.63,0.41,0.27,0.5,0.2,-4,0,2,2,2,3,Switch,Orthodox,180.0,-218.0,145,145,,
Red,-10.16,-7.62,3,-1,0,-3.19,-3.58,1.87,5.06,0.33,0.59,0.5,4.08,0.33,0.55,0.0,2.5,0,0,0,2,1,1,Switch,Orthodox,-900.0,600.0,185,185,,
Red,2.54,10.16,-7,0,-2,-0.02,0.0,5.38,5.4,0.43,0.53,0.0,0.0,0.0,0.0,0.0,0.0,-12,0,1,3,1,3,Orthodox,Orthodox,-258.0,210.0,155,155,,
Red,-15.24,-7.62,4,-1,1,-0.61,0.0,5.41,6.02,0.42,0.49,0.0,0.0,0.0,0.0,0.0,0.0,7,0,3,1,1,0,Orthodox,Southpaw,-290.0,235.0,135,135,,
Red,-2.54,-5.08,2,-1,3,-3.85,-2.09,3.22,7.07,0.38,0.59,1.57,3.66,0.27,1.0,0.0,7.3,9,0,2,1,3,0,Southpaw,Orthodox,,,125,125,,
Red,7.62,10.16,5,-7,3,-2.18,-2.99,4.0,6.18,0.48,0.49,0.05,3.04,0.12,0.5,0.1,0.9,42,10,13,7,3,0,Switch,Switch,-120.0,100.0,185,185,0.0,2.0
Red,10.16,-2.54,-2,0,-3,-0.19,0.55,4.37,4.56,0.48,0.39,1.16,0.61,0.26,0.33,0.5,0.0,-17,0,3,7,1,4,Orthodox,Orthodox,220.0,-298.0,125,125,4.0,7.0
Blue,5.08,12.7,1,-1,6,1.8,-4.52,5.03,3.23,0.48,0.5,0.73,5.25,0.34,0.35,0.3,0.1,24,0,13,7,8,2,Southpaw,Switch,-445.0,310.0,155,155,5.0,11.0
Blue,0.0,7.62,5,1,-2,-0.02,0.0,3.75,3.77,0.49,0.46,0.0,0.0,0.0,0.0,0.0,0.0,2,0,8,8,5,7,Southpaw,Orthodox,195.0,-260.0,264,242,10.0,12.0
Blue,2.54,17.78,-5,3,-6,0.25,-1.19,4.71,4.46,0.57,0.42,0.0,1.19,0.0,0.41,0.0,0.0,-34,0,3,11,0,6,Orthodox,Switch,320.0,-410.0,170,170,,
Blue,7.62,7.62,-1,0,-1,-1.5,4.52,1.86,3.36,0.52,0.49,4.52,0.0,0.75,0.0,0.8,0.0,-3,0,0,1,1,2,Orthodox,Orthodox,114.0,-145.0,240,265,,
Blue,-2.54,-2.54,-1,0,2,-0.38,2.77,3.03,3.41,0.36,0.44,2.77,0.0,0.61,0.0,0.8,0.3,5,0,7,3,5,3,Orthodox,Orthodox,-135.0,105.0,145,145,,
Red,0.0,-5.08,-2,3,-2,-3.61,0.17,4.28,7.89,0.51,0.52,1.62,1.45,0.4,0.34,1.2,0.7,-10,0,3,4,0,2,Orthodox,Orthodox,124.0,-160.0,125,125,15.0,
Red,5.08,12.7,6,0,2,-2.97,0.82,1.86,4.83,0.36,0.6,2.94,2.12,0.34,0.69,1.8,0.0,-2,0,3,3,3,1,Switch,Orthodox,-1050.0,600.0,145,145,,
Red,-10.16,0.0,13,-1,1,-2.22,1.5,4.46,6.68,0.46,0.5,1.5,0.0,0.28,0.0,0.0,0.7,-1,0,0,2,2,1,Southpaw,Orthodox,,,155,155,,
Red,0.0,-2.54,1,0,1,-0.78,0.29,3.79,4.57,0.42,0.47,0.72,0.43,0.13,0.33,0.4,0.0,4,0,4,5,5,4,Orthodox,Southpaw,,,170,170,,
Blue,-2.54,-7.62,-1,2,1,-1.56,-3.91,1.46,3.02,0.51,0.47,1.75,5.66,0.33,1.0,1.8,0.0,8,0,3,0,1,0,Orthodox,Orthodox,,,125,125,,
Blue,0.0,0.0,-9,-1,-3,-0.06,3.21,3.51,3.57,0.49,0.48,4.63,1.42,0.65,0.33,0.7,0.1,-27,0,7,12,4,7,Orthodox,Orthodox,124.0,-160.0,249,260,8.0,9.0
Blue,-10.16,-5.08,-5,2,-4,1.85,0.75,4.75,2.9,0.57,0.42,3.09,2.34,0.39,0.34,0.3,1.2,-19,0,3,6,0,4,Switch,Orthodox,152.0,-180.0,155,145,,
Red,-2.54,-10.16,5,-2,1,-2.32,0.0,3.4,5.72,0.59,0.5,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,2,1,0,Southpaw,Orthodox,-425.0,300.0,170,170,,
Red,-7.62,7.62,-1,0,-3,-3.65,1.74,1.07,4.72,0.23,0.59,2.0,0.26,0.18,0.3,0.0,0.1,-33,0,0,8,0,3,Orthodox,Orthodox,-720.0,450.0,135,135,,
Red,5.08,0.0,-1,1,-4,-0.89,-0.06,3.53,4.42,0.45,0.58,0.91,0.97,0.6,0.53,0.0,0.1,-16,-1,2,4,1,5,Orthodox,Southpaw,,,135,135,12.0,14.0
Red,0.0,-5.08,5,0,-1,0.9,0.94,2.62,1.72,0.48,0.53,2.62,1.68,0.8,0.12,0.0,0.6,-1,-1,1,1,1,2,Orthodox,Orthodox,,,135,135,,
Red,5.08,-2.54,3,0,2,-1.61,-0.79,4.88,6.49,0.49,0.56,0.41,1.2,0.33,0.46,0.1,0.0,0,1,5,6,5,3,Orthodox,Orthodox,,,135,135,8.0,11.0
Red,-2.54,0.0,1,2,0,-1.41,4.2,2.68,4.09,0.48,0.53,4.2,0.0,0.48,0.0,0.2,0.0,9,0,4,2,0,0,Orthodox,Orthodox,,,254,235,,
Red,2.54,2.54,2,0,-1,0.42,-2.33,3.29,2.87,0.44,0.49,0.0,2.33,0.0,0.34,0.3,1.4,-14,0,1,4,2,3,Switch,Orthodox,,,145,145,,
Red,-12.7,-17.78,9,1,0,-2.81,1.5,2.49,5.3,0.28,0.48,2.0,0.5,0.13,1.0,0.0,0.0,3,0,1,0,0,0,Orthodox,Orthodox,,,115,115,,
Blue,-7.62,-2.54,-4,2,-3,-0.56,2.79,4.46,5.02,0.63,0.44,3.98,1.19,0.5,0.32,0.4,0.3,-29,-1,5,10,0,3,Switch,Orthodox,280.0,-395.0,135,135,2.0,10.0
Red,-5.08,2.54,-1,-2,6,-1.74,1.08,5.08,6.82,0.5,0.65,1.08,0.0,0.43,0.0,0.0,0.0,16,0,7,2,6,0,Orthodox,Southpaw,-345.0,250.0,185,185,,
Blue,-7.62,-5.08,5,2,-5,-1.26,1.17,3.01,4.27,0.55,0.49,1.68,0.51,0.35,0.39,1.6,0.8,-25,5,12,15,3,8,Switch,Orthodox,124.0,-148.0,135,135,4.0,6.0
Blue,5.08,-2.54,-4,0,-1,-3.05,2.96,1.86,4.91,0.4,0.45,3.35,0.39,0.51,0.35,1.0,0.9,-18,-2,11,15,7,8,Orthodox,Southpaw,360.0,-540.0,170,170,,
Red,-5.08,-5.08,-1,0,-1,0.73,2.07,4.16,3.43,0.48,0.39,2.95,0.88,0.47,0.16,1.0,1.2,-6,0,7,8,4,5,Orthodox,Orthodox,-140.0,110.0,115,115,7.0,10.0
Red,-12.7,-12.7,-5,-1,-1,-0.4,1.23,3.99,4.39,0.47,0.52,1.23,0.0,0.23,0.0,0.0,1.2,-2,0,3,5,1,2,Orthodox,Orthodox,-166.0,130.0,155,155,,
Red,5.08,12.7,1,-4,4,-0.95,0.01,3.77,4.72,0.54,0.56,0.63,0.62,0.33,0.15,0.2,0.0,17,0,10,4,4,0,Southpaw,Orthodox,-298.0,240.0,205,205,14.0,15.0
Blue,0.0,0.0,-1,0,0,0.66,0.0,3.04,2.38,0.57,0.42,0.76,0.76,1.0,1.0,0.0,0.8,0,0,0,0,1,1,Switch,Orthodox,250.0,-345.0,155,155,,
Red,5.08,7.62,-2,1,4,1.08,-0.38,3.51,2.43,0.43,0.49,0.65,1.03,0.38,0.3,0.0,0.3,24,0,6,2,5,1,Orthodox,Orthodox,-1450.0,750.0,265,260,,
Red,-2.54,2.54,-4,0,-2,-1.68,-0.77,2.27,3.95,0.4,0.45,0.0,0.77,0.0,0.2,0.0,0.0,-9,0,0,1,0,2,Orthodox,Orthodox,-160.0,124.0,155,155,,
Blue,0.0,-7.62,7,-3,5,0.88,-1.78,4.33,3.45,0.46,0.48,0.85,2.63,0.3,0.36,0.0,0.0,15,0,3,3,5,0,Orthodox,Orthodox,-230.0,175.0,115,115,,
Red,-5.08,-7.62,-9,0,-2,4.13,-0.5,7.29,3.16,0.49,0.42,0.0,0.5,0.0,0.23,0.0,0.0,-11,0,0,2,2,4,Orthodox,Orthodox,-120.0,-110.0,155,155,,
Red,-2.54,-5.08,8,0,2,1.46,-0.35,3.61,2.15,0.41,0.48,0.96,1.31,0.42,0.35,0.0,0.3,-2,0,1,3,4,2,Orthodox,Orthodox,-238.0,195.0,185,185,,
Blue,-7.62,-5.08,4,-3,1,1.71,1.03,4.39,2.68,0.43,0.53,2.28,1.25,0.39,0.36,0.2,0.4,-6,-3,14,14,3,2,Southpaw,Orthodox,-270.0,200.0,170,170,0.0,2.0
Red,-2.54,5.08,2,-1,3,-4.53,2.42,3.54,8.07,0.5,0.67,5.69,3.27,0.53,1.0,0.0,1.6,32,-1,13,7,4,1,Orthodox,Orthodox,-425.0,300.0,256,265,1.0,4.0
Blue,0.0,5.08,-8,4,-12,-1.49,-0.32,4.94,6.43,0.53,0.53,0.91,1.23,0.25,0.39,2.1,0.3,-65,0,5,17,0,12,Orthodox,Orthodox,,-195.0,155,155,15.0,
Blue,2.54,-10.16,3,0,2,0.81,2.43,5.52,4.71,0.56,0.62,2.74,0.31,0.41,0.14,0.4,0.0,9,0,6,3,3,1,Switch,Orthodox,-120.0,100.0,185,185,,
Red,10.16,10.16,5,1,0,0.47,-0.72,3.92,3.45,0.42,0.41,0.21,0.93,0.33,0.47,0.2,0.3,-7,0,8,10,2,2,Southpaw,Orthodox,-270.0,220.0,145,145,6.0,10.0
Red,2.54,0.0,7,0,3,-2.9,-0.14,2.85,5.75,0.49,0.51,1.42,1.56,0.24,0.48,1.5,0.5,-4,0,5,7,6,3,Orthodox,Orthodox,-475.0,325.0,145,145,,
Blue,5.08,7.62,-4,-1,-3,-2.45,0.09,2.94,5.39,0.61,0.49,1.93,1.84,0.72,0.36,0.0,0.5,-17,0,2,7,2,5,Orthodox,Orthodox,-345.0,250.0,115,115,,
Red,-2.54,-5.08,1,1,-2,1.84,1.67,5.64,3.8,0.43,0.43,2.0,0.33,0.26,0.11,0.0,1.1,-8,0,1,3,1,3,Southpaw,Orthodox,195.0,-238.0,135,135,,
Red,-5.08,-5.08,7,-2,2,2.83,-4.75,4.44,1.61,0.53,0.45,0.54,5.29,0.33,0.41,0.4,0.8,-2,0,4,6,2,0,Orthodox,Southpaw,-220.0,170.0,125,125,6.0,8.0
Red,-2.54,-2.54,3,-1,2,-0.32,0.86,3.5,3.82,0.51,0.47,3.53,2.67,0.36,0.5,2.4,0.0,4,0,2,2,2,0,Orthodox,Orthodox,,,170,170,,
Red,0.0,-10.16,6,1,1,2.36,-0.23,5.57,3.21,0.54,0.42,0.15,0.38,0.2,0.66,0.0,0.2,5,0,4,3,5,4,Switch,Orthodox,,,205,205,,
Red,-10.16,-20.32,6,-1,0,3.61,-1.94,6.27,2.66,0.64,0.37,0.0,1.94,0.0,1.0,0.0,3.9,-3,0,0,2,1,1,Orthodox,Switch,,,170,170,,
Red,0.0,-2.54,4,-3,3,-0.01,-1.03,4.9,4.91,0.5,0.52,0.46,1.49,0.5,0.41,0.5,0.3,3,0,2,4,3,0,Orthodox,Orthodox,,,265,236,,
Red,-5.08,-7.62,2,0,-1,0.6,1.0,4.97,4.37,0.45,0.41,1.0,0.0,0.4,0.0,0.0,0.0,-3,0,0,0,0,1,Switch,Orthodox,,,115,115,,
Blue,-2.54,-2.54,-1,2,0,-1.04,1.39,2.12,3.16,0.38,0.54,2.29,0.9,0.34,0.63,1.7,0.8,-2,-1,6,8,3,3,Southpaw,Orthodox,-110.0,-120.0,115,115,3.0,5.0
Red,0.0,-2.54,-1,-2,3,-1.53,-0.31,3.51,5.04,0.39,0.56,0.86,1.17,0.54,0.4,0.0,0.6,10,0,4,5,5,2,Southpaw,Orthodox,-175.0,145.0,145,145,,
Red,2.54,7.62,-4,0,-5,1.04,1.98,5.67,4.63,0.5,0.45,2.74,0.76,1.0,0.33,2.1,0.8,-17,0,1,1,1,6,Orthodox,Orthodox,124.0,-160.0,155,155,,
Blue,-7.62,-5.08,1,3,-1,-0.03,-2.1,3.32,3.35,0.48,0.5,2.26,4.36,0.28,0.5,0.2,0.9,-6,0,3,5,2,3,Southpaw,Orthodox,124.0,-160.0,125,125,14.0,
Red,5.08,7.62,2,0,2,1.47,0.28,5.88,4.41,0.51,0.53,1.03,0.75,0.5,0.37,0.1,0.8,13,0,5,3,5,3,Orthodox,Switch,190.0,-230.0,145,145,,
Blue,-2.54,-7.62,6,-2,0,3.47,-0.29,6.31,2.84,0.57,0.52,0.64,0.93,0.33,0.66,1.9,0.5,-3,-1,2,4,0,0,Orthodox,Switch,-218.0,180.0,145,145,,
Blue,10.16,12.7,-1,0,-3,0.65,-0.07,3.96,3.31,0.44,0.41,1.61,1.68,0.3,0.41,0.4,0.7,-16,0,1,8,5,8,Switch,Orthodox,,,135,135,,
Red,7.62,2.54,5,0,-3,-1.74,-0.7,1.85,3.59,0.48,0.45,1.73,2.43,0.28,0.45,2.2,0.3,-20,0,2,6,0,3,Southpaw,Orthodox,,,125,125,,
Blue,0.0,7.62,1,0,1,0.18,-2.61,3.07,2.89,0.48,0.44,2.04,4.65,0.3,0.57,0.8,0.0,7,0,2,2,2,1,Orthodox,Orthodox,,,155,155,,
Red,5.08,-5.08,-1,-2,4,-1.21,0.36,3.6,4.81,0.37,0.5,0.7,0.34,0.31,0.37,0.6,0.6,3,0,3,6,7,3,Orthodox,Orthodox,,,125,125,,
Blue,-2.54,-12.7,-6,0,0,0.91,1.8,4.32,3.41,0.61,0.36,2.49,0.69,0.42,0.17,0.4,0.0,-6,0,1,3,1,1,Orthodox,Southpaw,,,239,264,,
Red,0.0,0.0,-2,5,-5,0.02,0.54,3.72,3.7,0.47,0.42,2.09,1.55,0.45,0.53,0.3,0.4,-29,-7,6,10,0,5,Orthodox,Orthodox,-270.0,200.0,125,125,6.0,11.0
Blue,-2.54,-7.62,3,0,-2,-1.42,0.53,3.32,4.74,0.49,0.41,1.12,0.59,0.33,0.32,0.0,0.0,-18,0,6,11,4,6,Orthodox,Orthodox,-188.0,145.0,170,170,,
Blue,-2.54,-2.54,-8,3,-9,0.98,0.14,5.37,4.39,0.52,0.4,0.81,0.67,0.5,0.17,0.0,0.1,-41,0,3,14,0,9,Southpaw,Orthodox,-110.0,-110.0,155,145,,
Red,-7.62,5.08,5,2,1,-0.18,-0.51,5.6,5.78,0.44,0.42,2.41,2.92,0.38,0.75,0.2,1.9,9,0,2,3,2,1,Orthodox,Orthodox,-410.0,320.0,170,170,,
Red,-15.24,-7.62,-8,3,-6,-2.53,-0.62,3.65,6.18,0.47,0.48,1.07,1.69,0.54,0.48,1.1,0.8,-15,0,5,8,1,7,Southpaw,Orthodox,220.0,-270.0,145,145,,
Blue,10.16,12.7,11,-1,4,-3.62,-1.06,4.77,8.39,0.5,0.53,0.56,1.62,0.23,0.63,0.4,0.0,14,0,4,3,4,0,Orthodox,Switch,-270.0,220.0,125,125,,
Red,-2.54,-2.54,-11,-1,-2,-1.19,-1.39,2.6,3.79,0.48,0.45,1.0,2.39,1.0,0.41,0.0,0.5,-21,0,0,5,0,2,Orthodox,Orthodox,-160.0,124.0,125,115,15.0,
Red,0.0,-7.62,-3,-4,0,0.89,-1.08,4.28,3.39,0.47,0.53,2.33,3.41,0.37,0.71,0.8,0.3,-12,0,2,8,2,2,Southpaw,Switch,-115.0,-105.0,135,135,,
Red,0.0,2.54,3,-2,4,0.15,-1.07,4.43,4.28,0.54,0.51,0.55,1.62,0.66,0.4,0.8,1.2,9,0,2,2,4,0,Orthodox,Southpaw,-425.0,300.0,125,125,,
Blue,-10.16,-7.62,3,0,-1,0.25,3.25,2.77,2.52,0.5,0.44,3.91,0.66,0.56,0.25,1.7,1.1,4,0,5,2,2,3,Orthodox,Switch,,,185,185,,
Red,-2.54,-2.54,2,-1,0,-1.95,0.35,3.07,5.02,0.49,0.49,0.98,0.63,0.28,0.2,0.0,0.6,-3,0,1,1,2,2,Switch,Orthodox,,,155,155,,
Red,-2.54,2.54,-5,-2,0,-0.08,0.58,5.38,5.46,0.55,0.63,0.72,0.14,0.6,1.0,0.2,0.3,-6,-3,4,7,1,1,Orthodox,Orthodox,-145.0,114.0,205,205,0.0,
Blue,10.16,2.54,-3,2,-4,0.54,-0.49,4.2,3.66,0.53,0.45,0.5,0.99,0.4,0.26,2.8,0.2,-37,0,3,11,2,6,Orthodox,Orthodox,240.0,-298.0,145,145,,
Blue,-5.08,0.0,0,-1,-8,-0.08,0.87,3.16,3.24,0.42,0.49,1.33,0.46,0.42,0.26,1.1,0.6,-38,-1,6,15,3,11,Orthodox,Orthodox,114.0,-145.0,205,185,10.0,
Blue,12.7,15.24,0,1,0,-0.24,1.73,3.77,4.01,0.46,0.59,2.37,0.64,0.38,0.29,0.4,1.5,-2,0,7,6,3,3,Orthodox,Orthodox,-105.0,-125.0,135,135,3.0,7.0
Red,0.0,12.7,11,-6,0,-3.12,-0.33,2.38,5.5,0.65,0.55,0.44,0.77,0.25,0.55,0.0,0.3,-14,0,1,7,0,0,Orthodox,Switch,-200.0,154.0,170,170,7.0,14.0
Red,-2.54,-2.54,7,0,4,2.4,-1.24,6.12,3.72,0.47,0.41,0.21,1.45,0.25,0.41,0.1,0.9,18,0,5,4,6,2,Orthodox,Orthodox,-345.0,250.0,185,185,,
Blue,7.62,10.16,-6,-1,-2,-0.79,1.11,3.88,4.67,0.37,0.5,2.15,1.04,0.43,0.5,0.2,0.4,-28,0,11,19,10,12,Orthodox,Orthodox,180.0,-238.0,145,145,,
Blue,-5.08,0.0,-1,2,-6,-0.11,0.46,5.37,5.48,0.52,0.48,0.81,0.35,0.5,0.23,0.0,0.5,-30,0,2,6,0,6,Switch,Orthodox,-135.0,114.0,135,145,,
Red,-2.54,-2.54,4,-3,1,-6.09,0.0,2.29,8.38,0.38,0.55,0.0,0.0,0.0,0.0,0.0,0.5,-5,0,0,3,1,0,Switch,Orthodox,-1750.0,850.0,135,135,,
Blue,5.08,2.54,-9,1,-2,-0.59,1.09,2.83,3.42,0.48,0.46,2.48,1.39,0.42,0.33,1.1,0.6,-14,0,10,8,6,8,Orthodox,Orthodox,,,115,115,14.0,15.0
Blue,2.54,0.0,-13,0,-20,1.02,-0.16,4.84,3.82,0.53,0.45,0.21,0.37,0.25,0.35,0.2,0.2,-90,-5,5,25,1,21,Orthodox,Orthodox,,,240,265,,
Red,5.08,-2.54,8,-3,2,1.83,-4.37,4.11,2.28,0.46,0.6,1.08,5.45,0.17,0.5,0.2,2.5,6,-1,3,3,2,0,Orthodox,Orthodox,,,125,125,,
Blue,7.62,2.54,-3,2,-4,2.88,-3.82,5.87,2.99,0.43,0.43,1.38,5.2,0.6,0.44,0.0,0.3,-32,0,2,9,0,4,Orthodox,Switch,,,135,135,,
Red,0.0,7.62,-2,2,-5,2.49,1.02,7.03,4.54,0.6,0.43,1.82,0.8,0.33,0.38,1.8,0.0,-60,-4,3,16,0,5,Orthodox,Southpaw,-130.0,100.0,185,185,3.0,
Blue,10.16,-10.16,3,3,2,-0.73,0.45,5.13,5.86,0.57,0.44,0.45,0.0,0.63,0.0,0.2,0.0,33,-1,11,6,4,2,Southpaw,Orthodox,-238.0,180.0,257,250,3.0,5.0
Red,10.16,7.62,5,0,-6,3.76,-0.51,7.5,3.74,0.49,0.42,0.59,1.1,0.54,0.34,0.1,0.1,-37,-2,8,12,3,9,Southpaw,Southpaw,-220.0,170.0,170,170,,
