Winner,HeightDif,ReachDif,AgeDif,LossDif,SigStrDif,AvgTDDif,TotalRoundDif,TotalTitleBoutDif,WeightDif,AvgSigStrPctDif,AvgTDPctDif,AvgSubAttDif,WinsDif,OddsDif,RankDif
0,-2.54,5.08,-1.0,-1.0,-2.1999999999999997,1.15,8.0,0.0,0.0,0.14,0.19999999999999998,1.2,-1.0,254.0,-12.0
1,-5.08,-7.62,-6.0,-3.0,16.75,0.5,3.0,0.0,0.0,0.20199999999999996,0.193,-0.5,2.0,-975.0,-9.0
1,-12.7,-10.16,2.0,3.0,-0.03000000000000025,-1.67,-9.0,-1.0,0.0,-0.09000000000000002,-0.31000000000000005,-0.8,1.0,470.0,-2.0
0,-2.54,2.54,-3.0,1.0,0.8200000000000003,-0.69,-19.0,0.0,0.0,0.16000000000000003,0.09000000000000002,0.6,8.0,-272.0,-9.0
0,5.08,7.62,3.0,-1.0,-4.199999999999999,-0.7,21.0,0.0,15.0,0.040000000000000036,-0.07900000000000001,-0.30000000000000004,-5.0,385.0,0
0,-2.54,0.0,10.0,0.0,9.5,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,480.0,0
0,0.0,5.08,-1.0,-1.0,-3.46,1.23,10.0,0.0,0.0,0.040000000000000036,0.07,0.9,-3.0,450.0,0
1,5.08,-7.62,3.0,0.0,57.0,2.0,-8.0,0.0,0.0,0.467,0.517,0.3333,3.0,-960.0,0
0,5.08,7.62,-5.0,0.0,-1.0899999999999999,0.13000000000000006,-4.0,-1.0,0.0,-0.14,-0.12999999999999998,0.19999999999999998,3.0,555.0,0
1,2.54,5.08,-5.0,1.0,-0.2400000000000002,-0.36,-6.0,0.0,-10.0,0.13999999999999996,-0.11,0.2,2.0,-325.0,0
0,-5.08,-7.62,-4.0,0.0,-1.3199999999999998,-3.3,-4.0,0.0,-10.0,-0.13,0.25,0.29999999999999993,1.0,1600.0,0
1,5.08,10.16,5.0,2.0,-14.353800000000003,0.8614999999999999,-22.0,-3.0,0.0,-0.16200000000000003,-0.17099999999999999,-0.8,6.0,-367.0,0
1,-2.54,2.54,-4.0,2.0,1.6800000000000002,0.77,-9.0,0.0,0.0,0.04999999999999999,0.2,0.0,1.0,-284.0,0
0,2.54,2.54,5.0,0.0,0.6699999999999999,-0.34999999999999987,-3.0,0.0,0.0,-0.020000000000000018,-0.21000000000000008,0.6,2.0,-260.0,0
1,0.0,2.54,1.0,0.0,40.7,0.8,-9.0,-1.0,15.0,0.216,0.114,0.0,3.0,-610.0,0
1,2.54,-12.7,-1.0,0.0,2.6300000000000003,-0.8899999999999999,7.0,0.0,0.0,0.16000000000000003,0.33000000000000007,0.19999999999999996,-3.0,4.0,0
1,2.54,2.54,-1.0,4.0,-1.0699999999999998,-1.03,-24.0,0.0,10.0,-0.06,0.0,0.19999999999999996,6.0,-665.0,0
1,-2.54,-12.26,-14.0,-1.0,43.5,0.0,-1.0,0.0,0.0,0.12,0.0,0.0,0.0,-730.0,0
1,-7.62,-12.7,-2.0,-1.0,1.3699999999999999,3.2799999999999994,2.0,0.0,0.0,0.2,0.30000000000000004,-1.0,0.0,-224.0,0
1,0.0,-10.16,-2.0,-1.0,-14.0,-0.5,5.0,0.0,0.0,0.09699999999999998,0.12,0.0,0.0,240.0,0
1,-5.08,-15.24,-3.0,2.0,-72.7,1.0,-20.0,0.0,0.0,-0.13699999999999996,0.09199999999999997,-0.5,7.0,-810.0,-7.0
1,2.54,0.0,5.0,1.0,-7.8611,-1.6111,-9.0,-2.0,0.0,-0.199,-0.222,0.4444,4.0,-810.0,-11.0
0,-5.08,0.0,-2.0,2.0,0.06000000000000005,-0.08000000000000007,-15.0,0.0,0.0,-0.02999999999999997,-0.12,0.2,4.0,-230.0,0
1,-10.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-510.0,0
0,-5.08,-12.7,-7.0,1.0,-6.399999999999999,0.8286,-5.0,-5.0,0.0,-0.129,0.43799999999999994,0.7,2.0,-400.0,-2.0
1,7.62,10.16,0.0,1.0,1.0899999999999999,-0.42000000000000004,-2.0,0.0,5.0,0.06,0.020000000000000018,0.0,1.0,-250.0,0
1,0.0,5.08,3.0,3.0,-3.9499999999999997,-2.07,-7.0,0.0,-12.0,0.04999999999999999,-0.12,0.0,1.0,-433.0,0
1,0.0,-2.54,-5.0,-3.0,-0.22999999999999998,2.5200000000000005,6.0,0.0,15.0,-0.010000000000000009,0.36000000000000004,1.2,0.0,-325.0,0
1,10.16,5.08,-3.0,0.0,0.4900000000000002,0.75,0.0,0.0,0.0,0.030000000000000027,0.5,0.0,0.0,-355.0,0
0,5.08,10.16,1.0,2.0,5.399999999999999,-0.3999999999999999,-8.0,0.0,20.0,0.01100000000000001,-0.54,0.7,1.0,630.0,0
0,2.54,-2.54,-10.0,14.0,-0.03000000000000025,-0.7600000000000002,-75.0,0.0,0.0,-0.26,-0.07,1.0,18.0,450.0,0
1,5.08,5.08,-2.0,-3.0,0.040000000000000036,1.45,42.0,8.0,0.0,0.020000000000000018,-0.32,0.8,-6.0,-355.0,-4.0
0,7.62,7.62,-3.0,-1.0,0.34000000000000075,0.29000000000000004,5.0,0.0,0.0,-0.09000000000000002,0.21000000000000002,-1.6,-2.0,0.0,0
1,-5.08,-10.16,-5.0,-1.0,-18.0,1.5,4.0,0.0,0.0,-0.13999999999999996,0.40499999999999997,1.0,0.0,-270.0,0
1,-5.08,-2.54,9.0,0.0,-9.5,-0.5,1.0,0.0,0.0,-0.14500000000000002,0.625,0.0,-1.0,300.0,0
1,-5.08,0.0,2.0,4.0,-3.4444000000000017,0.3333,-17.0,0.0,0.0,0.08399999999999996,0.278,0.0,3.0,-1065.0,0
0,10.16,17.78,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,355.0,-2.0
1,0.0,-7.62,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-630.0,0
0,-5.08,-7.62,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,302.0,0
1,2.54,2.54,8.0,-1.0,-92.0,0.0,3.0,0.0,0.0,-0.36,0.0,0.0,0.0,-280.0,0
1,-7.62,-5.08,-1.0,3.0,0.5499999999999998,1.44,-45.0,0.0,0.0,-0.10999999999999999,0.10000000000000003,-0.3999999999999999,13.0,-312.0,0
0,2.54,0.0,4.0,0.0,-1.5399999999999996,-0.12,2.0,1.0,0.0,-0.04999999999999999,-0.57,1.2,1.0,-480.0,-1.0
1,5.08,0.0,8.0,3.0,2.4665999999999997,-1.2666,-33.0,-2.0,-10.0,-0.137,-0.15299999999999997,-0.7333000000000001,9.0,220.0,-9.0
0,-5.08,-7.62,4.0,0.0,-0.54,-0.8699999999999999,-16.0,-3.0,0.0,-0.04999999999999999,-0.009999999999999953,-0.30000000000000004,0.0,0.0,-2.0
1,-10.16,-12.7,-2.0,0.0,1.1100000000000003,-0.76,3.0,-5.0,20.0,0.14,0.73,0.3,-2.0,-400.0,0
1,5.08,7.62,6.0,1.0,9.25,1.0,-17.0,0.0,0.0,-0.21399999999999997,0.245,0.5,5.0,290.0,0
1,2.54,0.0,1.0,0.0,49.0,0.0,-7.0,0.0,20.0,0.02699999999999997,0.22300000000000003,-1.0,2.0,290.0,0
0,-7.62,-2.54,-1.0,1.0,23.0357,0.9286000000000001,-15.0,-1.0,-15.0,-0.07300000000000001,-0.0040000000000000036,0.0,2.0,330.0,-6.0
1,-2.54,-12.7,-11.0,0.0,3.9643000000000015,0.6071,-1.0,-1.0,0.0,0.009000000000000008,0.14500000000000002,-0.125,-1.0,-565.0,0
1,-5.08,-5.08,-5.0,0.0,14.303899999999999,-0.28919999999999996,7.0,2.0,20.0,-0.08700000000000002,-0.06,0.5490999999999999,-5.0,246.0,0
0,7.62,2.54,-1.0,-1.0,-1.6499999999999995,2.2600000000000002,2.0,0.0,0.0,0.0,0.04999999999999993,0.09999999999999998,0.0,0.0,0
1,-15.24,-20.32,0.0,2.0,3.8333000000000013,-1.8333,-11.0,0.0,0.0,-0.11200000000000004,0.14700000000000002,0.0,2.0,280.0,0
0,5.08,15.24,-8.0,-1.0,24.0,-1.0,-1.0,-1.0,0.0,-0.11000000000000004,-0.16000000000000003,1.0,1.0,-310.0,0
0,17.78,7.62,4.0,4.0,-18.4167,-0.5832999999999999,-20.0,0.0,-10.0,-0.21500000000000002,-0.008000000000000007,-0.08329999999999999,5.0,450.0,0
1,10.16,0.0,-2.0,-1.0,18.0,0.33330000000000004,3.0,0.0,0.0,-0.08700000000000002,0.21299999999999997,0.0,0.0,-695.0,0
1,2.54,0.0,4.0,-2.0,11.620199999999997,-1.399,-6.0,-2.0,0.0,-0.08900000000000002,-0.06500000000000003,0.1731,5.0,-440.0,-6.0
1,10.16,17.78,5.0,-1.0,-1.2400000000000002,0.2899999999999998,-2.0,0.0,-10.0,-0.02999999999999997,-0.11000000000000004,-1.5999999999999999,-1.0,-360.0,0
1,2.54,2.54,-1.0,0.0,11.5,0.5,-3.0,0.0,-15.0,0.010000000000000009,0.55,0.0,1.0,-535.0,0
1,-2.54,0.0,4.0,0.0,1.0900000000000003,3.16,-5.0,0.0,0.0,0.11000000000000004,0.10999999999999999,-0.7,2.0,-1000.0,0
1,-5.08,5.08,4.0,1.0,1.9099999999999997,1.7800000000000002,-8.0,0.0,0.0,0.15000000000000008,-0.010000000000000009,0.4,3.0,-670.0,0
0,2.54,-2.54,-8.0,0.0,-1.0899999999999999,-1.4500000000000002,0.0,0.0,0.0,-0.08000000000000002,-0.12,0.0,0.0,0.0,0
1,7.62,7.62,1.0,2.0,56.5,0.25,-11.0,0.0,-20.0,0.42,0.083,0.0,2.0,250.0,0
1,0.0,0.0,0.0,0.0,18.0,-0.6667,-8.0,0.0,35.0,-0.013000000000000012,-0.667,-0.5,3.0,-270.0,0
1,5.08,5.08,1.0,0.0,13.0,5.0,-1.0,0.0,0.0,0.68,0.83,0.0,1.0,-355.0,0
0,0.0,-2.54,-2.0,0.0,-0.31000000000000005,0.38,-5.0,0.0,0.0,0.16999999999999998,-0.36000000000000004,0.6000000000000001,4.0,-400.0,0
0,-2.54,-7.62,2.0,-2.0,-2.0200000000000005,1.88,12.0,0.0,20.0,0.09000000000000008,0.2,0.30000000000000004,0.0,400.0,0
0,7.62,2.54,1.0,0.0,1.0699999999999998,1.62,-2.0,0.0,0.0,-0.12,-0.19,-0.19999999999999996,1.0,-360.0,0
1,5.08,12.7,-4.0,-2.0,13.666699999999999,1.3333,-5.0,0.0,15.0,0.07300000000000001,0.583,-1.0,3.0,-410.0,0
0,-2.54,-2.54,3.0,4.0,11.7778,-3.3333000000000004,-12.0,0.0,10.0,0.07299999999999995,-0.23699999999999993,-0.11109999999999998,2.0,410.0,-5.0
1,7.62,7.62,5.0,5.0,15.25,1.0833,-20.0,-1.0,37.0,0.523,0.56,0.6667,7.0,-270.0,0
0,2.54,-5.08,3.0,-2.0,18.014400000000002,0.35409999999999997,6.0,-1.0,0.0,0.08400000000000002,0.057999999999999996,0.4402,-6.0,300.0,0
0,2.54,5.08,-3.0,-2.0,0.41000000000000014,-1.73,2.0,-1.0,0.0,-0.07000000000000006,-0.04999999999999999,-1.2999999999999998,-3.0,350.0,-2.0
1,2.54,12.7,-1.0,0.0,0.7600000000000002,0.53,-18.0,0.0,0.0,0.0,-0.14,0.0,4.0,-935.0,0
1,-2.54,-5.08,-4.0,2.0,-39.1111,0.25,-6.0,0.0,0.0,-0.05500000000000005,-0.05199999999999999,0.3056,3.0,-10.0,-6.0
0,-15.24,-5.08,2.0,3.0,-4.399999999999999,0.3,-19.0,0.0,0.0,0.10799999999999998,0.133,1.0,6.0,-675.0,0
1,-5.08,-7.62,-14.0,-5.0,26.613599999999998,-0.1364,44.0,13.0,0.0,-0.08600000000000008,-0.136,-0.022699999999999998,-13.0,-925.0,-9.0
1,10.16,-7.62,0.0,0.0,21.0,1.0,-3.0,0.0,0.0,0.25,0.5,0.0,1.0,-290.0,0
1,-5.08,-2.54,4.0,1.0,0.44999999999999996,2.23,-14.0,0.0,0.0,0.25000000000000006,0.46,1.4,5.0,-930.0,0
1,7.62,17.78,3.0,0.0,5.54,-0.91,-2.0,0.0,0.0,0.14,-0.12,-0.9,1.0,-1310.0,0
0,5.08,5.08,13.0,-2.0,-10.805599999999998,1.3056,14.0,0.0,0.0,0.07800000000000001,0.282,-0.6389,-3.0,580.0,0
0,-7.62,-2.54,7.0,2.0,39.0,0.5,-6.0,0.0,-10.0,0.35,0.25,0.0,0.0,755.0,0
0,5.08,10.16,9.0,4.0,3.0999999999999943,-2.85,-16.0,1.0,0.0,0.013000000000000012,-0.383,0.5,2.0,1200.0,-2.0
0,0.0,-7.62,-6.0,0.0,-1.44,0.0,3.0,0.0,-15.0,-0.08000000000000002,0.0,0.0,-1.0,0.0,0
0,2.54,-5.08,-7.0,8.0,-1.4999999999999996,0.52,-57.0,-6.0,-15.0,-0.010000000000000009,0.42000000000000004,-0.3,12.0,220.0,0
1,5.08,5.08,6.0,-1.0,-1.2800000000000002,4.43,5.0,0.0,-5.0,-0.010000000000000009,0.32,0.7,-2.0,-335.0,0
1,-10.16,-10.16,-2.0,-2.0,-1.1900000000000004,-2.83,8.0,0.0,0.0,-0.02999999999999997,-0.21999999999999997,1.5,1.0,435.0,-7.0
1,10.16,5.08,0.0,0.0,-1.3299999999999996,1.94,-8.0,-4.0,0.0,0.16999999999999998,0.51,0.30000000000000004,1.0,-1530.0,-1.0
0,2.54,0.0,7.0,9.0,32.0,2.2,-39.0,0.0,0.0,0.493,0.44,0.2667,6.0,-480.0,0
0,0.0,2.54,3.0,-1.0,26.6,-0.5000000000000001,10.0,1.0,0.0,0.05400000000000005,0.11800000000000005,-0.4,-4.0,-385.0,-20.0
0,-7.62,2.54,3.0,3.0,27.616899999999998,-1.6623,-16.0,-3.0,0.0,-0.14100000000000001,-0.11399999999999999,0.09740000000000004,0.0,330.0,-8.0
1,5.08,2.54,3.0,-1.0,0.1200000000000001,-0.07,-4.0,0.0,0.0,-0.03999999999999998,0.21999999999999997,0.30000000000000004,4.0,-260.0,0
1,0.0,-15.24,-3.0,-2.0,-2.5100000000000002,-0.33,30.0,4.0,12.0,-0.10999999999999999,-0.55,0.4,-7.0,-400.0,-1.0
1,-5.08,2.54,-5.0,-1.0,-39.0,-2.0,2.0,0.0,0.0,-0.43,-1.0,0.0,0.0,220.0,0
0,-2.54,-2.54,6.0,-2.0,1.0,6.119999999999999,0.0,1.0,5.0,0.030000000000000027,0.28,0.0,-7.0,-700.0,0
1,-7.62,-10.16,1.0,-1.0,10.114299999999998,-1.1143,7.0,0.0,15.0,0.08899999999999997,0.13,0.8,-1.0,410.0,0
0,-22.86,-22.86,-5.0,7.0,-0.96,0.58,-33.0,0.0,1.0,-0.010000000000000009,0.5,1.7,10.0,0.0,0
0,10.16,15.24,2.0,1.0,-0.4399999999999995,-0.53,-2.0,0.0,4.0,0.06000000000000005,-1.0,0.0,0.0,-335.0,0
1,0.0,-7.62,0.0,7.0,4.183300000000003,0.9667000000000001,-32.0,0.0,0.0,0.127,0.09199999999999997,0.9667000000000001,10.0,-845.0,0
1,-7.62,-20.32,-4.0,1.0,0.41999999999999993,-0.52,-7.0,0.0,0.0,-0.06,0.21999999999999997,-0.5,2.0,-360.0,0
1,-5.08,0.0,-7.0,0.0,0.17999999999999972,-2.03,-11.0,0.0,0.0,0.13000000000000006,-0.18,-0.3,4.0,-370.0,0
0,5.08,5.08,8.0,2.0,30.0,0.0,-6.0,-1.0,0.0,0.07300000000000001,0.2,-3.0,0.0,580.0,0
0,2.54,0.0,6.0,3.0,14.2222,2.2222,-21.0,0.0,0.0,0.376,0.401,1.6667,6.0,-810.0,0
1,-7.62,-25.4,-3.0,-1.0,1.1599999999999997,-0.41999999999999993,-1.0,0.0,0.0,0.020000000000000018,-0.06999999999999995,-0.30000000000000004,2.0,-352.0,0
0,-7.62,-5.08,-4.0,-1.0,1.6136000000000017,0.6023,11.0,5.0,15.0,0.08200000000000002,0.253,-0.1307,-4.0,-900.0,-4.0
1,2.54,-2.54,10.0,3.0,22.5,2.25,-8.0,0.0,0.0,-0.125,0.0050000000000000044,-1.5,-1.0,-226.0,0
1,0.0,7.62,-1.0,1.0,19.6667,0.6667,-5.0,0.0,0.0,0.443,0.233,0.6667,2.0,-600.0,0
1,-12.7,-17.78,8.0,0.0,-19.3712,1.5985,-1.0,-4.0,0.0,0.01200000000000001,0.36100000000000004,0.4849,1.0,290.0,-3.0
0,-5.08,0.0,-4.0,1.0,-3.7800000000000002,2.98,-4.0,0.0,0.0,-0.14,0.030000000000000027,0.10000000000000009,-2.0,-10.0,-1.0
1,-7.62,-7.62,-3.0,-1.0,-0.20830000000000126,-1.125,0.0,0.0,0.0,-0.24100000000000005,-0.26,-0.33330000000000004,-1.0,10.0,-4.0
1,-2.54,5.08,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21800000000000008,0.0,0.0,0.0,-580.0,0
1,2.54,-2.54,7.0,-4.0,1.5300000000000002,0.40000000000000013,33.0,7.0,0.0,0.020000000000000018,-0.19,0.4,-5.0,-285.0,-2.0
1,2.54,-2.54,9.0,2.0,-9.2222,0.8889,-11.0,0.0,0.0,-0.063,-0.051000000000000045,0.22220000000000006,4.0,-250.0,0
0,5.08,10.16,-10.0,2.0,-0.6499999999999999,-2.77,-8.0,0.0,0.0,-0.030000000000000027,-0.19,1.5,1.0,335.0,0
0,0.0,7.62,-12.0,-9.0,-0.6522000000000006,-0.1304,43.0,5.0,24.0,0.14099999999999996,-0.109,-0.2174,-13.0,-580.0,-1.0
0,7.62,7.62,0.0,-2.0,-2.08,-3.74,6.0,0.0,-15.0,-0.39,-0.66,-0.6,-1.0,317.0,0
1,-5.08,-2.54,-5.0,2.0,17.409100000000002,-1.6705,-7.0,0.0,0.0,0.009000000000000008,-0.029000000000000026,0.0,1.0,-290.0,-5.0
0,2.54,0.0,2.0,2.0,-19.252200000000002,-0.3687,23.0,-1.0,0.0,-0.017000000000000015,-0.15700000000000003,-0.02779999999999999,0.0,355.0,-3.0
1,-2.54,5.08,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-895.0,0
1,2.54,5.08,4.0,1.0,-0.9500000000000002,1.77,-18.0,0.0,0.0,-0.08000000000000002,-0.69,0.2,4.0,-240.0,0
0,-12.7,-17.78,-5.0,2.0,6.4544999999999995,-1.4142000000000001,-1.0,0.0,15.0,-0.055999999999999994,-0.04200000000000004,0.4344000000000001,0.0,560.0,0
1,0.0,2.54,-2.0,-1.0,25.6111,-2.0556,7.0,0.0,10.0,0.068,0.02200000000000002,-0.3889,-2.0,-725.0,-3.0
1,15.24,15.24,3.0,0.0,5.0,1.0,-3.0,0.0,-10.0,0.015000000000000013,0.08,1.0,1.0,280.0,0
0,-2.54,-7.62,3.0,-2.0,5.416699999999999,0.5,3.0,0.0,10.0,-0.010000000000000009,0.05300000000000005,0.3333,1.0,-600.0,0
1,7.62,17.78,2.0,2.0,-14.952399999999997,0.4286,-2.0,-1.0,-2.0,-0.10400000000000004,0.214,-0.5237999999999999,-1.0,-355.0,0
1,-7.62,-2.54,0.0,-1.0,-1.58,0.14,3.0,0.0,0.0,-0.13,-0.92,0.6000000000000001,0.0,-755.0,0
1,-2.54,-5.08,-15.0,-1.0,36.0,1.0,-2.0,0.0,0.0,0.040000000000000036,-0.24999999999999994,0.5,1.0,-2500.0,-13.0
1,0.0,-7.62,-2.0,1.0,25.6,1.4,-11.0,0.0,0.0,0.54,0.342,0.0,4.0,-580.0,0
1,-2.54,-5.08,0.0,-1.0,-18.7639,-0.3611,4.0,-3.0,10.0,0.04499999999999993,-0.365,-0.6806,2.0,-1200.0,-2.0
1,0.0,5.08,-4.0,0.0,-1.7200000000000002,1.74,5.0,0.0,0.0,0.12999999999999995,-0.020000000000000018,1.7,-1.0,240.0,0
1,5.08,10.16,4.0,0.0,-0.9399999999999995,1.86,9.0,1.0,0.0,0.030000000000000027,-0.09000000000000002,0.6,1.0,292.0,-2.0
1,-7.62,5.08,1.0,3.0,-6.800000000000001,-0.2,-13.0,-1.0,-20.0,-0.03500000000000003,-0.2,0.10000000000000009,5.0,270.0,0
0,-2.54,-5.08,-8.0,0.0,40.0,-1.25,1.0,0.0,15.0,-0.032999999999999974,-0.12,-0.25,0.0,230.0,0
0,5.08,12.7,9.0,7.0,4.681799999999999,-2.0455,-27.0,1.0,0.0,0.10900000000000004,-0.302,-0.125,7.0,480.0,0
1,7.62,5.08,14.0,1.0,24.3333,2.6667,-8.0,0.0,0.0,0.603,0.243,0.6667,2.0,-510.0,-7.0
1,-12.7,-10.16,3.0,-3.0,-0.41000000000000014,-0.92,8.0,0.0,0.0,0.08000000000000002,0.010000000000000009,0.3,-1.0,-305.0,0
1,-2.54,0.0,9.0,0.0,0.0,-0.5,-1.0,-1.0,0.0,0.0050000000000000044,0.27,5.5,1.0,-590.0,0
1,-2.54,2.54,2.0,3.0,1.2400000000000002,1.33,-23.0,0.0,0.0,0.04999999999999999,-0.19,0.2,5.0,-710.0,0
1,2.54,0.0,-6.0,-3.0,6.0571000000000055,0.14290000000000003,7.0,-1.0,0.0,0.03899999999999998,0.050000000000000044,-0.4286,1.0,-755.0,-6.0
0,0.0,7.62,-5.0,2.0,-1.87,2.4299999999999997,-17.0,0.0,0.0,-0.09000000000000002,0.0,-0.7,6.0,-410.0,0
0,-15.24,-7.62,3.0,4.0,1.3899999999999997,0.71,-18.0,0.0,-35.0,-0.03999999999999998,0.33,0.6,4.0,-960.0,0
1,2.54,-2.54,-2.0,-2.0,-2.4253,0.03620000000000001,-19.0,-1.0,0.0,-0.119,-0.07899999999999996,-0.3077,6.0,-460.0,-2.0
1,-5.08,2.54,5.0,-3.0,2.76,-0.93,13.0,0.0,0.0,0.17000000000000004,-0.27,0.0,-4.0,-300.0,0
1,7.62,5.08,-4.0,1.0,10.126999999999995,-0.1746,-6.0,0.0,0.0,-0.197,-0.175,-0.46030000000000004,1.0,-370.0,0
0,7.62,0.0,-2.0,-2.0,-14.7333,2.4667000000000003,5.0,-2.0,0.0,0.07500000000000001,0.035999999999999976,-0.06670000000000004,0.0,-460.0,-17.0
0,0.0,10.16,-3.0,2.0,12.3333,0.3333,-7.0,0.0,0.0,0.213,0.053,0.0,1.0,250.0,0
1,5.08,2.54,1.0,-1.0,0.36999999999999966,-1.0000000000000004,2.0,0.0,0.0,0.030000000000000027,0.25000000000000006,0.8,0.0,-222.0,0
1,0.0,5.08,1.0,-4.0,-2.4499999999999997,1.21,9.0,0.0,0.0,0.030000000000000027,0.13,0.9000000000000001,0.0,230.0,-5.0
1,-2.54,0.0,-3.0,1.0,3.73,-1.5699999999999998,-8.0,0.0,0.0,0.23000000000000004,-0.10999999999999999,-1.5,2.0,-258.0,0
1,5.08,5.08,2.0,-5.0,-0.16000000000000014,-0.26000000000000006,24.0,0.0,0.0,0.020000000000000018,0.06,-0.4,-2.0,-362.0,-4.0
1,-5.08,2.54,-5.0,-3.0,23.076900000000002,-1.2154,10.0,1.0,0.0,-0.06,-0.321,-0.8,-4.0,-430.0,0
1,0.0,0.0,-2.0,-2.0,-7.399999999999999,-0.6,8.0,0.0,0.0,0.0010000000000000009,-0.074,0.26669999999999994,0.0,-830.0,0
0,2.54,-2.54,-7.0,14.0,-1.02,2.7399999999999998,-81.0,-2.0,0.0,-0.09999999999999998,-0.14,-0.20000000000000007,15.0,585.0,0
0,0.0,10.16,-1.0,-2.0,16.8333,-6.3333,3.0,-1.0,0.0,0.20500000000000007,-0.313,0.0,1.0,300.0,0
0,2.54,7.62,-5.0,4.0,-0.47000000000000064,1.42,-22.0,0.0,0.0,-0.15000000000000002,0.26,0.7,3.0,-302.0,0
0,0.0,-2.54,3.0,3.0,-0.3600000000000003,1.71,-7.0,0.0,0.0,-0.05999999999999994,0.38,0.4,2.0,540.0,0
0,0.0,-5.08,0.0,-2.0,3.29,-2.75,13.0,0.0,0.0,0.040000000000000036,-0.32999999999999996,-1.0,-3.0,252.0,0
1,5.08,7.62,7.0,1.0,27.25,1.75,-7.0,0.0,0.0,0.08999999999999997,0.148,0.0,2.0,-550.0,0
1,2.54,12.7,1.0,0.0,25.5,1.5,-4.0,0.0,-15.0,0.42,0.6,1.0,2.0,-1350.0,0
1,2.54,-5.08,5.0,-2.0,-20.5083,1.4167,1.0,-1.0,0.0,-0.09399999999999997,0.186,0.625,1.0,-330.0,-8.0
1,-10.16,-17.78,9.0,0.0,0.0,0.0,0.0,0.0,-15.0,-0.66,0.0,0.0,0.0,-330.0,0
0,0.0,-7.62,-6.0,5.0,-0.3600000000000003,1.48,-9.0,-1.0,0.0,-0.03999999999999998,-0.010000000000000009,0.0,-2.0,645.0,0
1,15.24,10.16,-2.0,3.0,9.448500000000003,0.02210000000000001,-22.0,-1.0,0.0,0.13299999999999995,0.26799999999999996,-0.3309,6.0,-903.0,0
0,20.32,7.62,1.0,3.0,5.933399999999999,-0.26669999999999994,-33.0,0.0,0.0,-0.063,-0.33299999999999996,-0.19999999999999996,9.0,-290.0,-12.0
1,2.54,-7.62,-4.0,0.0,0.0,0.0,0.0,0.0,-15.0,0.0,0.0,0.0,0.0,-250.0,0
0,2.54,-7.62,-7.0,4.0,-1.98,-0.7400000000000001,-4.0,0.0,0.0,0.08999999999999997,-0.22999999999999998,-0.09999999999999998,0.0,385.0,-3.0
1,-10.16,-20.32,-2.0,-4.0,0.6899999999999995,-3.57,2.0,0.0,0.0,0.020000000000000018,-0.11999999999999994,0.2,1.0,-360.0,0
0,2.54,-2.54,-5.0,16.0,-0.9299999999999997,-4.1899999999999995,-80.0,0.0,-10.0,-0.07999999999999996,0.03999999999999998,-0.29999999999999993,14.0,495.0,0
0,5.08,0.0,0.0,3.0,-5.568199999999997,-3.6591,-16.0,0.0,-10.0,-0.14,-0.069,-0.9318,4.0,-420.0,0
1,-10.16,-7.62,6.0,-2.0,1.0499999999999998,-0.22999999999999998,11.0,0.0,0.0,0.040000000000000036,0.04999999999999999,0.9000000000000001,-3.0,290.0,0
0,-2.54,-2.54,-1.0,0.0,-44.00000000000001,1.3334000000000001,2.0,0.0,0.0,-0.12000000000000005,0.366,1.0,0.0,330.0,0
1,-5.08,-15.24,-2.0,-3.0,-2.0300000000000002,-0.21,14.0,0.0,-15.0,0.14,-0.25,0.1,-1.0,0.0,0
1,-2.54,0.0,-1.0,-3.0,0.5499999999999998,-3.18,1.0,0.0,0.0,-0.08999999999999997,-0.77,0.0,0.0,-1060.0,0
1,-10.16,-2.54,-14.0,-1.0,-2.5,7.5,0.0,0.0,0.0,-0.09999999999999998,-0.12,-0.5,0.0,-280.0,0
1,7.62,7.62,5.0,-3.0,-32.8,-0.2,10.0,0.0,0.0,-0.566,-0.066,-0.2,-2.0,-370.0,0
1,2.54,-5.08,4.0,0.0,-1.6,-3.6999999999999993,-5.0,0.0,10.0,-0.17000000000000004,0.14,1.1,1.0,-765.0,0
0,2.54,0.0,-2.0,-1.0,-0.1900000000000004,1.48,-1.0,0.0,0.0,0.020000000000000018,-0.040000000000000036,0.0,0.0,230.0,-2.0
0,2.54,0.0,5.0,2.0,-1.7799999999999994,0.21,-12.0,0.0,0.0,-0.08000000000000002,1.0,1.2,3.0,510.0,0
1,-2.54,-10.16,-5.0,0.0,-24.3393,0.10709999999999997,5.0,1.0,0.0,0.04299999999999998,-0.167,0.5714,-1.0,-430.0,0
0,-2.54,10.16,3.0,1.0,1.7700000000000005,-1.5,-4.0,0.0,0.0,0.050000000000000044,-0.13,0.0,2.0,-230.0,0
